caseid,ftobama,ftblack,ftwhite,fthisp,ftgay,fttrump,fthrc,ftcruz,ftsanders,ftpolice,ftfem,fttrans,ftmuslim,ftsci,reg,demcand,repcand,vote16dt,presjob,lazyb,lazyw,lazyh,lazym,violentb,violentw,violenth,violentm,econnow
477,2,50,89,1,10,90,0,71,40,85,49,11,1,89,1,2,9,2,7,3,4,1,1,3,4,2,1,5
478,100,100,100,100,97,100,100,51,100,100,100,100,100,100,1,2,6,9,1,5,5,5,5,5,5,5,5,1
479,0,90,71,71,70,80,0,61,30,100,31,69,40,51,1,4,8,2,7,4,4,4,4,4,4,4,3,5
480,82,75,67,45,0,0,79,2,39,50,45,0,56,60,3,1,11,9,2,4,4,4,4,4,4,4,3,2
481,100,84,87,85,100,0,78,5,100,100,98,76,75,100,1,3,8,1,1,5,5,5,5,5,5,5,5,2
482,54,49,69,47,49,83,76,50,55,46,47,44,50,55,1,1,9,9,4,3,3,3,3,3,3,3,3,3
483,99,80,75,74,81,2,99,2,0,66,97,72,87,92,1,1,11,1,1,5,5,5,5,5,5,5,5,1
484,0,93,2,44,0,0,1,0,3,0,4,0,10,8,1,5,2,3,7,5,1,4,5,4,1,3,3,4
485,63,79,69,63,73,71,70,73,30,63,62,76,41,66,1,1,4,2,3,3,4,4,3,3,2,4,4,3
486,20,50,50,95,50,60,16,95,50,95,45,50,60,70,1,2,4,9,6,5,5,5,5,4,4,4,4,3
487,98,94,78,84,67,54,85,74,87,91,76,72,84,79,1,1,4,1,2,5,5,5,5,4,3,3,2,3
488,0,50,100,50,50,80,0,60,15,60,50,50,40,60,1,5,7,9,6,2,4,4,5,3,4,3,3,4
489,100,81,90,71,99,6,99,4,98,87,96,95,79,100,1,1,1,1,1,5,5,5,5,5,5,5,5,1
490,1,100,100,100,50,30,1,90,1,50,25,50,50,100,1,5,7,9,7,4,4,4,4,4,5,4,3,3
491,90,96,97,95,2,97,51,35,86,89,50,36,95,70,1,3,9,2,2,5,5,5,5,5,5,5,4,2
492,19,41,86,34,58,49,18,22,9,61,40,70,26,83,1,5,9,2,6,4,4,4,4,3,4,3,3,2
493,6,50,59,21,41,89,5,36,9,53,32,41,10,28,1,5,9,2,7,4,3,2,4,4,3,3,4,5
494,70,75,88,74,2,50,95,64,51,72,50,0,6,78,2,1,4,9,3,2,5,3,3,2,1,2,1,3
495,15,63,70,49,51,90,81,31,73,88,50,21,10,92,1,1,9,9,7,2,3,1,2,2,3,2,1,5
496,0,34,100,55,30,88,19,72,62,95,67,16,34,81,1,5,9,2,7,3,4,5,3,1,5,4,1,4
497,89,51,50,50,91,1,60,0,94,53,100,59,50,77,1,3,11,1,2,5,5,5,5,5,5,5,5,2
498,100,81,86,70,50,10,91,3,51,60,67,70,61,70,1,1,11,9,1,4,4,4,4,4,4,4,3,3
499,100,85,85,88,50,34,98,16,85,70,60,7,81,100,1,1,6,1,1,5,5,5,5,5,5,5,5,4
500,69,69,56,69,60,14,64,34,87,62,61,78,72,63,1,3,1,1,3,4,4,5,4,4,3,4,3,2
501,57,77,86,44,88,31,53,51,56,87,29,68,59,68,2,5,11,9,3,4,4,4,4,3,3,3,3,3
502,100,84,30,30,50,0,64,32,0,2,50,72,21,88,1,1,3,1,1,4,4,5,3,3,3,3,1,1
503,98,72,72,89,100,22,75,25,70,81,97,72,2,97,1,1,5,9,1,5,5,5,5,2,3,5,2,1
504,0,100,100,100,15,60,0,75,0,91,10,15,50,80,1,5,2,9,7,5,5,5,5,5,5,5,4,3
505,3,30,100,70,100,0,100,0,90,100,100,100,1,100,1,1,7,9,5,1,5,4,3,2,5,3,1,2
506,94,94,44,93,13,19,94,20,86,60,45,13,48,83,1,1,11,9,2,5,5,5,5,5,4,5,4,1
507,3,80,97,49,97,94,49,42,71,100,30,19,1,100,2,5,9,2,7,4,4,4,1,3,3,4,1,5
508,68,97,96,97,97,19,68,54,85,92,88,88,94,93,1,3,11,9,4,4,4,4,5,3,3,3,5,2
509,50,56,60,55,95,94,71,1,2,41,69,67,16,88,1,1,9,9,5,4,4,5,5,4,3,5,2,2
510,1,50,50,50,50,65,1,90,1,95,20,10,40,55,1,4,4,9,7,4,4,4,4,4,4,4,3,3
511,2,20,60,53,20,99,2,5,2,93,2,2,2,23,1,5,9,2,7,1,4,4,1,1,4,1,1,4
512,87,60,83,61,50,87,72,41,41,79,63,54,58,75,1,2,9,9,2,3,4,4,4,3,4,4,4,2
513,0,0,51,0,0,7,0,0,0,2,0,0,0,0,2,5,11,4,7,1,3,5,1,1,1,4,1,5
514,4,3,62,58,0,40,2,98,4,77,16,0,30,51,1,5,4,9,7,1,3,5,5,1,4,4,2,4
515,0,100,70,90,51,6,0,100,6,91,6,1,50,50,1,2,4,3,7,5,5,5,5,3,3,4,2,5
516,7,51,74,55,49,44,0,57,12,98,30,12,37,76,1,2,8,9,7,4,4,4,5,3,4,3,3,3
517,2,48,50,50,30,86,0,70,1,90,50,31,3,81,1,5,9,2,7,4,5,5,2,3,4,4,1,3
518,71,85,20,95,50,0,35,2,40,60,70,50,55,100,1,2,6,9,1,5,4,5,5,4,4,4,4,1
519,30,79,66,81,90,86,0,31,80,100,60,85,84,71,1,5,10,9,6,3,3,4,5,2,2,3,3,4
520,37,52,100,50,28,0,84,51,19,96,33,6,0,75,1,1,11,1,4,1,3,4,3,1,3,3,1,2
521,4,74,77,73,24,91,5,82,28,94,5,3,15,91,1,5,9,9,7,3,4,4,3,3,4,1,1,4
522,0,95,89,90,5,100,2,84,3,100,10,20,40,50,1,4,9,2,7,3,3,3,3,3,3,3,3,5
523,100,100,100,100,51,0,100,0,86,86,100,50,99,100,1,1,11,9,1,5,5,5,5,5,5,5,5,1
524,0,89,60,70,0,95,0,60,0,75,0,0,0,50,1,5,9,9,7,4,4,5,2,5,5,5,1,5
525,98,99,100,99,98,7,99,12,71,66,100,98,99,99,1,1,1,1,1,5,5,5,5,5,5,5,5,1
526,59,88,84,89,51,93,88,67,84,89,88,45,88,87,1,1,11,1,4,4,4,5,5,4,4,1,1,3
527,0,90,80,80,16,51,0,100,6,95,3,6,6,32,1,4,4,9,7,3,3,3,2,2,3,2,1,3
528,100,83,70,100,100,3,90,2,100,41,100,100,100,100,1,3,11,1,1,5,5,5,5,5,5,5,5,3
529,86,50,50,50,69,18,99,32,75,68,68,70,78,88,1,1,11,9,1,5,5,5,5,5,5,5,5,3
530,19,50,50,49,51,70,16,73,62,70,56,51,41,81,1,2,8,2,7,2,4,2,2,4,5,5,2,3
531,13,50,50,50,50,100,0,87,40,100,30,43,39,59,1,4,9,9,6,3,3,5,4,2,5,3,2,4
532,61,100,100,100,100,0,0,1,32,61,100,100,100,100,1,5,11,9,5,5,5,5,5,5,5,5,5,5
533,1,78,78,62,61,78,1,73,51,91,83,61,45,62,1,5,2,9,7,3,4,3,3,3,4,4,3,4
534,95,52,100,91,100,5,71,52,52,100,51,100,73,60,1,2,4,1,4,5,5,5,5,3,2,4,4,3
535,34,85,58,60,84,3,51,66,36,28,87,56,27,57,2,4,4,3,1,2,2,2,2,3,4,4,3,2
536,9,38,82,43,15,66,6,79,17,100,8,5,7,87,1,2,2,9,7,2,3,2,3,3,4,3,2,4
537,100,91,97,93,99,0,100,0,100,89,100,95,90,95,1,1,11,1,1,3,3,5,3,3,3,3,3,1
538,52,71,49,91,0,97,33,39,35,51,22,0,29,43,3,5,9,9,5,5,4,5,4,4,3,4,3,3
539,71,71,70,70,1,1,50,51,61,51,40,1,71,71,1,3,4,1,4,5,5,5,5,5,5,5,5,3
540,28,35,22,94,71,1,3,99,63,14,98,88,52,51,1,3,11,9,5,2,3,4,3,1,3,2,2,3
541,18,81,100,96,50,87,35,88,55,90,50,50,25,100,1,4,2,9,6,5,5,5,5,4,2,5,2,3
542,99,62,45,85,98,4,20,1,100,3,71,85,57,99,1,3,11,1,1,5,3,5,5,4,1,5,4,1
543,88,80,68,74,80,5,72,31,52,71,61,81,61,70,1,1,11,9,2,4,3,5,5,4,4,5,4,2
544,3,80,99,85,85,31,3,50,40,70,71,50,50,100,1,5,8,3,7,2,4,4,4,3,4,4,4,3
545,2,86,86,73,86,73,1,18,64,86,51,85,51,85,2,5,9,2,7,5,5,5,5,3,3,3,2,3
546,99,94,96,96,96,2,89,3,88,86,89,81,89,99,1,1,6,9,1,5,5,5,5,5,5,5,5,3
547,59,53,51,40,53,10,38,998,39,69,38,45,50,70,1,5,8,9,5,4,4,4,5,3,5,4,5,2
548,6,42,81,68,63,55,6,25,2,86,6,36,26,89,1,2,7,2,7,2,4,4,5,2,4,4,4,3
549,100,88,99,62,100,19,100,26,10,38,85,87,50,77,1,1,11,9,1,3,5,4,5,2,5,1,2,4
550,30,90,90,90,70,60,2,60,55,70,65,50,60,80,1,3,1,2,6,3,4,5,3,2,2,3,2,3
551,60,77,84,93,94,4,56,19,90,74,35,94,82,93,1,3,3,9,5,2,2,4,4,4,4,4,4,3
552,59,50,72,31,15,72,97,16,50,67,56,13,11,46,1,1,9,9,6,5,5,5,5,4,4,4,2,3
553,22,38,53,48,28,68,0,56,1,87,3,16,41,38,1,5,2,2,7,3,3,4,5,4,4,4,4,4
554,100,90,81,81,100,0,81,0,100,71,81,99,81,99,1,3,6,9,1,5,5,5,5,5,5,5,5,1
555,100,100,1,100,100,2,100,1,1,50,100,100,100,90,1,1,11,1,1,5,5,5,5,5,1,5,4,1
556,6,72,69,4,1,100,1,82,3,87,3,0,50,51,1,5,2,2,7,2,3,2,1,1,4,3,1,5
557,16,83,100,77,5,75,85,80,60,97,50,5,9,86,1,1,9,9,7,4,5,4,4,3,4,3,2,5
558,11,50,50,50,50,70,12,70,70,90,50,50,51,70,1,3,9,9,6,3,3,3,3,3,5,3,3,4
559,94,100,61,84,93,1,82,12,88,20,91,93,94,78,1,3,8,1,2,5,3,5,5,5,3,5,5,2
560,11,16,37,86,53,3,9,6,19,76,9,43,4,96,1,3,6,1,7,4,3,4,4,1,3,3,2,2
561,81,50,52,53,63,65,57,12,59,25,23,48,50,90,1,1,1,2,2,5,5,5,5,5,5,5,5,2
562,80,50,50,55,50,22,67,15,55,51,50,50,55,90,1,1,1,1,2,4,4,4,4,4,4,4,4,2
563,6,61,90,51,80,51,5,41,21,91,61,75,41,96,1,2,6,3,7,3,5,4,3,4,4,4,2,4
564,5,52,51,41,74,35,1,40,16,85,90,31,31,99,1,3,7,9,7,4,4,4,4,3,3,3,2,4
565,100,72,78,96,78,0,91,0,75,64,93,55,59,100,1,1,11,9,1,4,5,5,5,4,4,5,4,2
566,16,53,51,52,50,2,11,4,61,75,20,51,52,53,1,3,11,3,6,5,5,5,5,4,4,5,4,3
567,40,6,87,42,69,70,20,37,74,96,76,52,8,97,1,3,9,2,6,1,3,4,5,1,3,4,1,2
568,29,80,77,57,69,43,57,38,48,76,76,69,16,69,1,5,3,9,4,3,3,4,5,2,3,4,3,2
569,60,72,41,24,63,28,78,46,50,25,58,81,59,80,1,1,11,9,1,1,2,2,2,1,2,2,2,1
570,3,1,70,52,47,100,0,42,0,100,1,1,998,44,1,5,9,9,7,1,5,5,1,1,5,5,1,5
571,3,72,74,94,2,87,3,53,50,76,52,2,51,71,1,5,9,9,7,4,4,3,3,2,2,2,5,5
572,1,83,91,81,50,51,0,99,0,94,28,50,1,80,1,5,8,9,7,5,5,5,5,4,5,4,2,5
573,100,50,50,50,50,5,100,5,50,50,50,50,50,50,1,1,11,9,1,5,5,5,5,5,5,5,5,1
574,31,50,50,50,51,40,25,30,35,20,40,41,45,70,1,3,8,9,6,5,5,5,5,5,5,5,4,3
575,100,98,49,50,48,2,99,2,0,72,50,50,1,90,1,1,11,9,1,5,5,5,5,2,1,2,3,2
576,72,50,50,50,51,14,84,3,94,74,72,50,50,94,1,3,11,9,2,5,5,5,5,5,5,5,5,2
577,0,41,83,51,0,78,0,21,0,72,0,0,0,74,1,5,9,2,7,4,5,5,3,2,4,4,1,5
578,92,37,80,55,36,50,55,27,13,47,34,8,3,100,2,4,9,9,2,4,5,5,5,3,4,5,1,3
579,2,90,90,86,95,90,2,8,5,52,64,67,4,77,1,4,9,2,6,4,4,4,4,4,4,4,1,4
580,56,78,68,68,61,89,54,71,90,50,81,80,79,80,1,8,3,9,2,2,2,2,1,4,3,4,4,2
581,70,99,51,100,99,0,20,6,100,0,100,99,99,98,1,3,11,9,3,5,4,5,5,4,4,4,4,3
582,4,66,89,80,80,84,9,76,16,97,70,79,41,94,1,5,3,2,7,3,4,5,5,3,4,4,2,3
583,67,98,79,63,0,100,56,51,64,100,71,91,99,35,1,5,11,4,7,1,1,1,1,1,1,1,1,1
584,17,100,62,61,52,34,2,84,10,58,20,7,51,63,1,5,4,9,6,5,5,5,5,3,3,4,1,3
585,83,66,86,61,85,0,92,37,58,79,54,71,0,84,1,1,11,9,2,2,3,5,3,1,3,4,4,2
586,91,89,87,91,94,0,78,0,96,72,92,89,77,94,1,3,11,9,1,5,5,5,5,4,4,4,4,2
587,95,54,53,53,53,4,75,5,75,63,71,52,53,98,1,1,8,1,1,5,5,5,5,5,4,5,5,2
588,89,60,84,50,50,0,65,0,99,42,50,49,50,71,1,3,11,9,2,4,4,5,5,4,5,4,4,2
589,35,50,51,50,50,5,40,0,51,12,49,50,50,50,1,1,11,1,6,2,2,2,2,2,2,2,2,2
590,97,99,55,83,99,6,89,47,99,12,30,99,6,28,1,3,11,9,5,3,3,2,5,3,3,3,3,4
591,6,80,100,22,100,100,3,76,51,59,100,85,1,98,1,3,9,9,7,3,4,3,3,2,3,3,1,3
592,89,61,87,33,12,95,70,61,50,89,69,21,41,58,1,1,9,9,2,2,2,2,2,2,2,2,2,1
593,70,46,44,94,92,8,12,27,16,19,49,28,84,38,2,5,11,4,3,2,2,5,5,3,3,3,4,2
594,50,15,96,0,50,50,20,0,90,90,90,0,50,10,1,3,9,9,5,1,5,1,5,1,5,1,1,3
595,0,41,45,55,1,81,0,96,0,99,0,0,19,10,1,2,4,2,7,2,4,5,4,1,4,3,2,4
596,61,53,63,32,25,52,38,55,54,55,53,51,63,51,2,5,11,9,7,3,3,3,3,3,3,3,3,3
597,3,95,87,28,98,94,9,50,53,63,67,66,34,92,1,5,9,9,7,5,5,5,5,5,5,5,5,4
598,89,97,94,89,100,3,95,2,84,75,82,97,68,99,1,1,9,1,1,5,5,5,5,5,5,5,5,1
599,100,51,50,51,50,2,90,50,50,51,60,51,51,70,1,1,11,9,2,5,5,5,5,5,5,5,5,3
600,5,50,50,50,50,20,6,7,51,71,50,50,50,51,1,5,8,3,7,3,3,3,3,2,2,2,2,3
601,91,100,100,99,94,100,100,100,998,100,100,87,100,100,1,1,9,9,2,5,5,5,5,5,5,5,5,3
602,88,94,91,78,93,22,60,11,86,73,96,84,73,95,1,3,11,1,2,5,5,5,5,5,5,5,5,2
603,74,52,50,55,49,85,53,61,27,64,49,50,36,52,1,5,9,9,2,3,4,5,2,2,2,2,1,3
604,100,100,26,100,100,3,81,3,6,18,51,98,99,100,1,1,11,9,1,5,5,5,5,5,2,5,5,1
605,40,998,998,61,51,0,1,0,71,41,40,51,51,55,1,3,11,9,5,8,8,8,8,4,1,4,4,4
606,0,13,87,60,50,50,30,50,50,34,16,50,0,74,1,5,11,3,7,2,3,5,1,3,4,5,1,4
607,71,31,70,45,1,41,39,51,60,0,13,0,5,94,1,3,8,9,3,1,4,3,5,2,4,2,1,2
608,1,18,100,15,3,100,2,99,4,98,5,3,4,89,1,5,9,9,7,1,5,1,2,1,5,2,1,3
609,91,89,12,59,15,60,9,20,18,22,63,31,17,11,1,3,2,2,1,4,1,1,3,1,3,2,1,1
610,60,33,73,43,61,52,65,46,37,47,46,40,48,52,1,1,2,1,1,1,1,1,1,1,1,1,1,1
611,61,74,100,87,99,4,41,30,59,100,78,77,73,88,1,5,8,9,6,5,5,5,5,4,5,4,5,3
612,100,90,78,100,100,1,100,10,89,36,85,75,68,71,2,1,10,1,1,3,1,5,5,2,1,4,3,3
613,73,91,55,100,100,5,53,5,77,21,41,100,91,84,1,3,11,9,2,4,2,4,5,3,1,4,4,5
614,100,98,85,4,36,2,97,48,15,72,53,51,9,97,1,1,11,9,4,3,3,3,3,3,3,3,3,3
615,99,100,89,90,48,39,81,51,51,79,72,51,69,86,1,1,11,1,1,5,5,5,5,4,4,4,3,2
616,100,97,93,97,97,0,98,0,67,89,51,51,96,51,1,1,11,9,1,5,5,5,5,5,5,5,5,2
617,52,50,41,50,21,5,50,50,51,20,21,41,31,40,1,1,2,1,4,3,3,3,3,3,3,3,3,3
618,96,96,91,88,95,13,100,36,89,64,85,95,94,86,1,1,8,9,2,5,3,5,5,3,3,4,4,2
619,23,0,1,86,3,998,2,1,1,0,1,0,8,10,2,5,11,9,7,5,1,5,5,4,1,5,3,3
620,80,50,50,50,50,11,54,34,77,55,49,50,50,50,1,3,6,9,2,5,5,5,5,5,5,5,5,3
621,0,0,60,70,60,100,60,0,30,70,0,60,0,100,3,1,9,9,7,1,5,5,5,1,2,2,1,5
622,92,93,89,82,90,1,95,0,99,61,63,59,75,98,1,3,11,1,2,4,2,4,4,4,2,4,4,3
623,16,67,83,45,30,100,3,59,61,96,50,31,51,92,1,5,9,9,6,1,4,3,2,2,4,3,3,4
624,38,18,27,34,27,19,34,26,36,27,26,29,11,22,1,5,11,9,3,3,3,3,3,8,8,8,3,3
625,5,2,0,57,28,1,3,1,3,6,6,3,1,3,2,3,4,9,7,3,3,3,3,3,3,3,3,5
626,10,70,90,41,59,99,21,90,59,99,79,59,60,85,1,3,3,9,6,3,4,3,4,3,4,4,4,3
627,15,100,100,100,50,80,17,14,49,93,50,50,47,100,1,3,9,2,6,5,5,5,5,5,5,5,5,5
628,1,1,1,3,2,2,3,2,2,2,1,1,2,3,2,5,11,4,7,3,3,3,3,3,3,3,3,3
629,10,73,97,23,83,99,10,2,30,100,45,22,14,73,1,5,9,9,7,3,2,3,4,3,2,3,1,4
630,50,70,70,50,50,43,50,50,55,61,50,50,50,40,1,5,5,9,4,3,3,3,3,4,3,3,2,3
631,18,69,73,71,76,95,10,61,72,65,12,43,53,73,1,3,9,9,6,2,3,4,4,3,4,3,3,4
632,13,50,73,44,60,10,86,45,60,50,49,55,49,51,1,3,11,9,2,4,4,5,4,3,4,4,4,2
633,15,95,94,95,51,56,41,30,30,94,52,50,51,91,1,5,9,9,6,4,4,4,5,3,3,4,4,4
634,0,100,45,90,100,9,69,91,80,100,100,41,100,100,1,5,4,9,7,4,2,2,1,3,5,5,5,5
635,0,40,95,61,40,94,0,55,20,90,56,50,0,90,2,5,9,9,7,2,5,5,5,2,4,3,3,3
636,88,51,51,50,100,0,92,0,6,0,100,100,50,100,1,1,11,1,2,5,5,5,5,5,5,5,5,2
637,0,50,50,50,0,11,0,50,18,36,11,0,0,20,2,5,11,9,7,2,2,4,4,3,3,3,4,4
638,0,65,70,81,30,65,0,100,0,92,40,0,42,60,1,5,4,9,7,2,3,5,5,3,3,4,2,4
639,0,78,68,81,58,78,0,59,5,99,12,26,70,63,1,5,1,2,7,5,5,5,5,5,5,5,5,2
640,75,30,90,55,40,70,85,5,70,40,40,6,40,100,1,1,9,9,2,4,4,5,4,2,3,3,1,2
641,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3,5,11,9,4,3,3,3,3,3,3,3,3,3
642,100,60,41,90,50,50,100,49,59,3,50,50,69,50,1,1,11,9,1,5,4,5,5,3,1,4,5,3
643,70,68,81,41,40,100,61,40,60,69,59,60,9,67,1,1,9,9,5,3,3,3,3,4,4,4,4,4
644,2,1,1,1,0,2,0,2,0,1,1,2,0,1,1,3,11,9,7,1,1,1,1,1,1,1,1,5
645,4,32,48,32,29,70,2,30,50,26,51,43,20,51,1,3,2,9,6,2,3,4,4,3,3,3,3,3
646,95,87,76,70,65,3,85,31,41,71,90,49,71,90,1,1,11,1,2,3,3,3,3,3,1,2,2,3
647,49,49,50,50,49,52,48,48,50,50,1,48,48,49,2,5,11,4,4,5,5,5,5,5,5,5,5,3
648,84,100,100,100,100,62,79,1,86,60,100,100,51,100,1,1,7,9,2,5,5,5,5,4,4,4,4,2
649,81,63,70,58,51,10,51,33,48,51,49,50,57,50,1,1,1,1,3,5,5,5,5,4,4,5,5,2
650,89,73,69,58,69,41,74,8,92,12,71,50,61,79,1,3,9,1,2,3,3,3,5,1,2,3,4,2
651,90,97,66,86,86,35,95,36,81,47,76,78,51,81,1,1,11,1,2,5,5,5,5,4,4,5,5,2
652,0,51,51,50,49,1,1,41,31,15,41,9,0,51,1,5,2,9,7,5,4,5,5,4,4,4,3,3
653,18,50,50,51,12,64,24,50,51,94,17,14,35,85,1,5,9,2,6,4,4,3,3,3,3,2,2,3
654,70,50,50,59,59,71,80,4,46,81,32,51,54,90,1,1,9,1,2,3,3,5,4,3,3,4,5,3
655,17,99,99,99,95,50,1,32,99,71,51,51,98,32,2,3,7,9,6,5,5,5,5,5,5,5,5,4
656,91,98,42,42,6,0,70,1,10,21,12,4,42,50,1,1,11,1,2,5,5,5,5,4,4,4,4,2
657,100,100,83,91,75,52,97,50,75,68,58,74,70,81,1,1,11,1,1,5,5,5,5,3,2,4,4,1
658,8,91,41,33,8,100,20,32,53,100,13,5,30,80,1,3,6,9,7,4,3,5,4,2,2,4,5,5
659,50,80,89,55,89,30,51,9,3,77,76,88,12,86,2,5,11,4,4,3,3,3,3,3,3,3,3,3
660,1,85,86,86,50,53,1,97,10,100,41,60,46,70,1,5,4,9,6,5,5,5,5,4,4,4,4,5
661,100,0,99,100,100,19,100,1,58,100,26,3,100,4,1,1,4,1,1,1,5,1,1,1,5,1,1,1
662,4,85,85,85,50,0,5,30,25,20,10,20,50,50,1,1,7,9,7,3,3,3,3,3,3,3,3,3
663,50,100,95,85,10,5,56,65,50,60,51,49,57,100,1,1,1,9,3,4,4,5,5,3,3,4,2,3
664,75,86,35,100,42,1,4,24,94,57,27,2,50,81,1,3,7,9,2,3,3,5,4,3,2,4,3,4
665,42,94,88,14,78,88,65,8,71,72,95,22,1,87,1,3,9,2,6,4,4,4,1,4,4,5,1,3
666,2,73,63,72,50,51,2,97,2,51,0,2,22,22,1,5,4,9,7,4,4,4,4,3,4,4,3,4
667,33,90,81,73,59,97,34,87,40,93,36,53,59,96,1,3,9,9,6,4,3,5,4,5,4,5,4,3
668,81,85,50,50,63,1,53,2,0,20,41,50,50,56,1,1,11,1,2,5,5,5,5,5,5,5,5,3
669,96,95,94,98,95,81,99,87,72,99,83,98,63,86,1,1,6,1,1,5,3,4,3,4,5,5,5,2
670,3,50,80,52,50,80,2,51,51,65,50,50,0,59,1,5,9,9,7,1,5,5,3,3,3,4,2,3
671,91,6,90,7,3,3,81,3,6,31,5,5,6,6,1,1,1,9,2,4,4,4,4,5,4,5,5,2
672,99,94,91,96,100,0,100,7,85,72,79,100,89,100,1,1,1,9,2,4,3,4,5,4,2,3,3,2
673,12,50,90,71,50,70,52,13,6,100,77,90,6,81,1,4,10,9,4,3,4,4,4,1,2,2,2,3
674,0,50,50,70,20,20,0,0,10,40,20,10,30,70,1,3,7,9,6,3,3,3,3,3,3,3,2,3
675,69,63,61,63,67,7,75,11,73,57,65,66,61,89,1,1,6,9,2,5,5,5,5,5,5,5,5,3
676,89,77,73,75,75,2,92,10,18,81,84,51,62,93,1,1,11,1,2,5,5,5,5,5,5,5,5,3
677,99,59,62,89,52,1,100,0,51,0,100,1,50,98,1,1,11,1,1,5,5,5,5,8,8,8,8,1
678,91,70,51,51,50,1,90,38,77,21,50,50,50,90,1,1,11,9,2,4,4,5,5,4,4,4,4,2
679,31,91,87,100,15,51,95,46,89,57,94,81,36,50,2,1,2,1,1,3,2,1,5,3,2,1,4,1
680,63,50,50,51,58,6,59,50,50,71,58,50,50,88,1,5,11,1,3,4,3,5,5,4,3,4,4,2
681,1,6,98,27,60,80,11,79,6,49,10,28,0,69,1,5,9,9,7,1,4,1,1,1,3,1,1,3
682,67,76,99,76,90,90,40,1,88,76,100,91,5,98,1,3,9,9,3,5,5,5,5,2,3,3,1,3
683,99,97,19,51,43,16,89,22,80,87,50,46,51,60,1,1,2,9,1,5,4,3,4,4,1,2,3,5
684,80,77,73,74,81,33,77,35,81,61,79,75,77,91,1,3,11,1,2,5,5,5,5,5,5,5,5,2
685,100,75,79,76,98,1,48,50,98,36,26,79,92,99,2,3,1,1,2,5,5,5,5,5,5,5,5,2
686,8,47,61,37,44,89,62,21,38,14,43,23,22,91,1,1,9,9,6,4,4,4,4,4,4,4,4,3
687,86,51,99,22,100,0,91,2,29,91,75,83,7,88,2,1,11,1,2,2,4,3,3,1,3,3,1,2
688,3,50,97,8,50,97,1,79,14,95,1,6,1,56,1,5,9,9,7,1,1,1,1,3,3,2,1,5
689,96,80,55,37,25,6,100,55,81,52,50,59,65,75,1,1,11,9,1,2,3,4,4,1,3,2,4,1
690,4,51,50,29,100,67,2,36,2,83,92,100,14,50,1,5,9,9,7,3,3,3,3,3,3,3,2,3
691,99,59,72,55,97,1,53,1,99,55,58,76,81,96,1,3,11,9,1,2,1,2,3,2,1,2,2,3
692,86,100,53,100,67,5,71,0,31,77,48,21,100,52,1,1,8,1,1,5,4,5,5,5,3,5,5,2
693,0,50,50,89,60,75,15,41,40,60,31,51,50,90,1,4,9,9,7,2,3,4,3,3,3,3,3,3
694,13,13,89,100,87,100,2,66,20,98,51,68,57,100,1,3,9,9,7,3,5,5,5,4,5,5,4,4
695,93,93,93,92,32,32,92,21,19,71,37,21,92,77,2,1,9,9,1,5,5,5,5,5,5,5,5,1
696,5,25,100,45,95,95,1,3,1,87,47,67,0,86,1,5,9,2,7,1,3,5,4,3,3,4,1,5
697,76,57,57,82,1,0,60,2,21,53,52,13,20,68,1,1,1,1,2,3,3,5,4,1,2,4,1,3
698,14,50,50,50,50,60,30,86,31,70,50,50,41,80,1,5,4,3,7,5,5,5,5,5,5,5,5,4
699,0,48,60,50,50,95,0,90,0,49,0,50,0,71,1,2,7,9,7,4,4,4,4,5,5,5,2,5
700,1,78,99,81,47,92,1,88,2,100,3,22,45,41,1,5,9,9,7,5,5,5,5,4,4,5,3,4
701,56,81,88,81,100,56,73,100,68,68,95,100,99,70,1,5,4,9,2,4,4,4,4,4,4,4,4,2
702,74,81,41,50,54,66,90,53,37,73,39,42,44,25,1,1,4,9,4,4,4,3,3,3,3,3,3,3
703,70,72,70,71,71,5,77,16,71,66,86,71,71,81,2,1,11,1,3,3,3,3,3,3,3,3,3,3
704,77,90,91,79,100,0,80,0,100,70,95,100,90,100,1,3,7,1,2,5,3,5,5,4,2,5,4,2
705,67,46,68,69,30,68,75,21,19,51,61,93,28,67,1,1,3,2,2,4,4,5,4,4,4,4,4,2
706,94,91,93,89,89,10,81,10,86,71,53,50,70,73,1,1,6,1,2,5,5,5,5,5,5,5,5,2
707,88,51,53,50,47,6,56,47,49,56,52,50,53,32,1,1,11,1,3,4,4,4,4,4,4,4,4,3
708,54,41,51,30,46,3,74,48,50,17,46,8,25,75,2,1,11,9,3,3,3,5,4,1,3,4,1,4
709,1,50,51,35,0,71,0,50,1,50,50,1,3,52,1,5,8,9,7,5,5,5,5,3,5,4,3,3
710,10,100,83,13,80,99,14,84,11,12,89,100,56,11,1,5,9,9,7,1,5,1,1,1,4,3,2,5
711,0,70,80,70,0,50,0,60,0,70,20,0,15,30,1,5,4,2,7,5,5,5,5,4,4,4,3,3
712,31,69,99,98,69,17,75,20,99,78,74,70,70,100,1,3,8,1,5,5,5,5,5,5,5,5,5,4
713,39,51,51,59,53,57,34,52,55,59,53,50,48,64,1,2,6,3,5,5,4,5,5,4,4,5,4,4
714,32,86,86,75,84,10,81,28,99,99,67,76,72,88,1,3,1,9,2,4,4,4,4,3,4,4,3,3
